epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,2425.27,1.10378,0.64162,1.02173,0.7859,0.80394,0.83318,0.57529,1.18668,0.64614,1.09104,0.000848969,0.000848969,0.000848969
43,2480.2,1.10542,0.64093,1.02362,0.8095,0.7658,0.83528,0.58007,1.14727,0.59972,1.08009,0.000834822,0.000834822,0.000834822
44,2538.9,1.11741,0.65476,1.02039,0.81414,0.75269,0.82651,0.58598,1.17486,0.59987,1.0898,0.000820675,0.000820675,0.000820675
45,2597.46,1.08843,0.62233,1.01241,0.86662,0.76776,0.8457,0.5879,1.14169,0.59765,1.06581,0.000806528,0.000806528,0.000806528
46,2652.73,1.09574,0.62414,1.01299,0.93927,0.72072,0.84823,0.57535,1.17934,0.61473,1.0913,0.00079238,0.00079238,0.00079238
47,2708.62,1.09486,0.62129,1.00788,0.88785,0.80833,0.88324,0.60747,1.1845,0.59871,1.09749,0.000778233,0.000778233,0.000778233
48,2770.18,1.09389,0.62191,1.00555,0.78392,0.80556,0.8345,0.58699,1.15127,0.59204,1.0758,0.000764086,0.000764086,0.000764086
49,2828.9,1.08421,0.62319,1.00391,0.91822,0.72895,0.84662,0.58513,1.16421,0.5927,1.08616,0.000749939,0.000749939,0.000749939
50,2884.43,1.09226,0.6169,1.00821,0.94401,0.75007,0.87287,0.61118,1.17181,0.59733,1.08831,0.000735792,0.000735792,0.000735792
51,2940.37,1.06499,0.59413,0.99817,0.92455,0.77434,0.86385,0.58907,1.1709,0.61711,1.08955,0.000721645,0.000721645,0.000721645
52,3002.29,1.0659,0.60563,1.00366,0.92113,0.71537,0.8136,0.55067,1.15218,0.59659,1.07709,0.000707498,0.000707498,0.000707498
53,3061.77,1.08349,0.60414,1.00372,0.85301,0.74445,0.81802,0.56753,1.16541,0.58943,1.08416,0.000693351,0.000693351,0.000693351
54,3117.74,1.08022,0.6066,1.00234,0.91912,0.74198,0.85906,0.60013,1.14418,0.58505,1.06735,0.000679204,0.000679204,0.000679204
55,3172.95,1.04983,0.58682,1.00062,0.79702,0.79444,0.85132,0.59036,1.16565,0.57956,1.08149,0.000665057,0.000665057,0.000665057
56,3231.88,1.06675,0.60084,0.99745,0.78344,0.80191,0.85031,0.58447,1.16905,0.59476,1.08037,0.000650909,0.000650909,0.000650909
57,3291.62,1.06558,0.5867,0.99726,0.87473,0.76872,0.85682,0.59298,1.16616,0.59993,1.07724,0.000636762,0.000636762,0.000636762
58,3348.55,1.04222,0.58167,0.99134,0.87415,0.75158,0.84624,0.58652,1.16041,0.56972,1.08144,0.000622615,0.000622615,0.000622615
59,3405.64,1.03378,0.56922,0.98119,0.73001,0.83702,0.83807,0.58174,1.16246,0.58686,1.08559,0.000608468,0.000608468,0.000608468
60,3463.48,1.03744,0.58157,0.99417,0.8115,0.77853,0.82786,0.56923,1.14931,0.58148,1.07902,0.000594321,0.000594321,0.000594321
61,3523.23,1.05254,0.58369,0.99324,0.82658,0.79869,0.86308,0.60824,1.14271,0.5631,1.07279,0.000580174,0.000580174,0.000580174
62,3579.21,1.0333,0.56663,0.98731,0.84403,0.81118,0.87681,0.62305,1.12221,0.54994,1.06408,0.000566027,0.000566027,0.000566027
63,3638.6,1.04082,0.56717,0.98576,0.89214,0.73762,0.83597,0.58478,1.16385,0.58213,1.08565,0.00055188,0.00055188,0.00055188
64,3696.8,1.02941,0.56586,0.98965,0.87288,0.75544,0.85525,0.5942,1.16501,0.56715,1.0863,0.000537733,0.000537733,0.000537733
65,3752.57,1.02712,0.56351,0.98678,0.8784,0.73724,0.84316,0.5827,1.14275,0.56042,1.08239,0.000523586,0.000523586,0.000523586
66,3808.48,1.03023,0.56411,0.98427,0.85382,0.80325,0.85241,0.60478,1.15782,0.56875,1.08654,0.000509438,0.000509438,0.000509438
67,3867.11,1.01819,0.55102,0.97865,0.82929,0.79903,0.85454,0.60553,1.15774,0.55941,1.08006,0.000495291,0.000495291,0.000495291
68,3927.73,1.03041,0.55221,0.98266,0.91364,0.79379,0.8805,0.61653,1.13662,0.54896,1.07468,0.000481144,0.000481144,0.000481144
69,3984.82,1.00106,0.5441,0.97476,0.82073,0.78949,0.83933,0.59064,1.14011,0.57839,1.06785,0.000466997,0.000466997,0.000466997
70,4040.24,1.01717,0.54425,0.97825,0.94669,0.72602,0.86766,0.60776,1.14495,0.54979,1.07616,0.00045285,0.00045285,0.00045285
71,4099.31,1.0185,0.5476,0.97729,0.89346,0.77926,0.87052,0.61139,1.14153,0.5516,1.07259,0.000438703,0.000438703,0.000438703
72,4158.67,1.02017,0.53617,0.97702,0.84508,0.78238,0.85871,0.60665,1.1287,0.55458,1.06825,0.000424556,0.000424556,0.000424556
73,4214.48,1.012,0.54479,0.97453,0.88578,0.74979,0.85386,0.59556,1.13428,0.55918,1.07309,0.000410409,0.000410409,0.000410409
74,4270.62,0.99901,0.52922,0.97043,0.78494,0.8374,0.83657,0.5689,1.13888,0.56189,1.07358,0.000396262,0.000396262,0.000396262
75,4331.76,0.99809,0.53662,0.97295,0.83811,0.74586,0.83748,0.58076,1.14309,0.5419,1.07,0.000382115,0.000382115,0.000382115
76,4393.42,1.00373,0.53202,0.97627,0.93037,0.75413,0.86717,0.61077,1.13066,0.55579,1.06443,0.000367967,0.000367967,0.000367967
77,4449.99,0.99006,0.5251,0.96748,0.77598,0.84657,0.86541,0.61099,1.12576,0.54604,1.0575,0.00035382,0.00035382,0.00035382
78,4509.86,0.98113,0.52698,0.96256,0.78388,0.8259,0.84251,0.57617,1.13082,0.54993,1.06647,0.000339673,0.000339673,0.000339673
79,4569.95,1.00569,0.53271,0.9749,0.89518,0.74896,0.85579,0.59225,1.13256,0.55325,1.06979,0.000325526,0.000325526,0.000325526
80,4627.68,0.99459,0.53214,0.96953,0.89052,0.77943,0.86738,0.60781,1.13778,0.54304,1.06821,0.000311379,0.000311379,0.000311379
81,4683.62,0.98244,0.51952,0.96897,0.93462,0.7603,0.85971,0.60857,1.11623,0.53471,1.05482,0.000297232,0.000297232,0.000297232
82,4742.76,0.9948,0.52207,0.96346,0.84462,0.76906,0.84708,0.60039,1.1222,0.54428,1.05931,0.000283085,0.000283085,0.000283085
83,4802.36,0.98591,0.51294,0.96542,0.77641,0.85908,0.85816,0.60239,1.12348,0.53827,1.06328,0.000268938,0.000268938,0.000268938
84,4858.07,0.9757,0.50692,0.96392,0.92934,0.71988,0.85063,0.60159,1.13291,0.54638,1.06677,0.000254791,0.000254791,0.000254791
85,4919.42,0.97285,0.50836,0.95687,0.88436,0.77759,0.86999,0.62112,1.12459,0.53012,1.06177,0.000240644,0.000240644,0.000240644
86,4980.62,0.9658,0.50618,0.96,0.93438,0.7631,0.88216,0.62173,1.12516,0.53516,1.06258,0.000226497,0.000226497,0.000226497
87,5037.33,0.96314,0.50346,0.95396,0.93036,0.7669,0.85675,0.60062,1.13181,0.53647,1.06575,0.000212349,0.000212349,0.000212349
88,5095.73,0.95722,0.50654,0.95578,0.8632,0.76528,0.85522,0.5922,1.13123,0.53898,1.065,0.000198202,0.000198202,0.000198202
89,5166.76,0.95467,0.4946,0.95698,0.88914,0.74941,0.86396,0.60805,1.12767,0.53512,1.06491,0.000184055,0.000184055,0.000184055
90,5239.95,0.96546,0.49651,0.95069,0.89073,0.74604,0.85989,0.6024,1.12852,0.52384,1.06913,0.000169908,0.000169908,0.000169908
91,5304.14,0.94489,0.46646,0.95016,0.86109,0.79691,0.84969,0.581,1.13956,0.54515,1.07545,0.000155761,0.000155761,0.000155761
92,5363.84,0.9261,0.45537,0.93888,0.81747,0.82661,0.8715,0.61439,1.13602,0.53437,1.073,0.000141614,0.000141614,0.000141614
93,5423.79,0.91965,0.43897,0.94074,0.86961,0.75783,0.85938,0.60895,1.13445,0.53114,1.06428,0.000127467,0.000127467,0.000127467
94,5479.24,0.91619,0.44034,0.93752,0.89616,0.75918,0.8656,0.61533,1.12412,0.53023,1.06244,0.00011332,0.00011332,0.00011332
95,5540.3,0.91766,0.4403,0.93522,0.89144,0.77903,0.87608,0.61303,1.13371,0.53139,1.06706,9.91726e-05,9.91726e-05,9.91726e-05
96,5598.68,0.91367,0.43499,0.93495,0.87721,0.74719,0.86426,0.60697,1.13107,0.53216,1.06793,8.50255e-05,8.50255e-05,8.50255e-05
97,5653.91,0.90435,0.4307,0.93293,0.86349,0.755,0.84774,0.5936,1.13249,0.53777,1.06638,7.08784e-05,7.08784e-05,7.08784e-05
98,5708.95,0.90491,0.43089,0.93114,0.89491,0.749,0.8598,0.60374,1.13155,0.53116,1.06727,5.67313e-05,5.67313e-05,5.67313e-05
99,5768.39,0.90621,0.43042,0.93145,0.87333,0.76204,0.86391,0.60872,1.12975,0.5274,1.06568,4.25842e-05,4.25842e-05,4.25842e-05
100,5826.33,0.89677,0.42837,0.9259,0.87767,0.75796,0.86981,0.612,1.1268,0.52438,1.06616,2.84371e-05,2.84371e-05,2.84371e-05
