epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,1965.89,1.17335,0.71509,1.04111,0.80465,0.68424,0.75164,0.49631,1.16664,0.69275,1.05097,0.00103288,0.00103288,0.00103288
30,2034.19,1.15564,0.71077,1.03678,0.80706,0.71292,0.77337,0.50993,1.17574,0.67569,1.07162,0.00101873,0.00101873,0.00101873
31,2101.28,1.17721,0.71486,1.05141,0.83766,0.65855,0.7766,0.49993,1.19054,0.70666,1.05819,0.00100459,0.00100459,0.00100459
32,2167.84,1.16153,0.69082,1.04333,0.77766,0.73146,0.77128,0.52046,1.12608,0.65604,1.03933,0.00099044,0.00099044,0.00099044
33,2236.34,1.14408,0.69209,1.03928,0.84813,0.6912,0.78165,0.52156,1.16356,0.67815,1.05785,0.000976293,0.000976293,0.000976293
34,2302.58,1.16437,0.69395,1.03877,0.8535,0.71077,0.80169,0.55011,1.12313,0.6503,1.04392,0.000962146,0.000962146,0.000962146
35,2374.15,1.13471,0.68636,1.03468,0.79331,0.7356,0.79103,0.52847,1.13957,0.66423,1.03668,0.000947999,0.000947999,0.000947999
36,2440.74,1.17669,0.69242,1.04185,0.85567,0.72173,0.78093,0.51864,1.14927,0.6635,1.05194,0.000933851,0.000933851,0.000933851
37,2510.89,1.14739,0.68038,1.03741,0.7959,0.75395,0.81686,0.54472,1.1533,0.62516,1.05724,0.000919704,0.000919704,0.000919704
38,2575.94,1.13762,0.66586,1.03143,0.85125,0.7207,0.81019,0.5437,1.13657,0.63597,1.04512,0.000905557,0.000905557,0.000905557
39,2641.45,1.11973,0.65192,1.0195,0.8767,0.75542,0.82362,0.55526,1.14095,0.63887,1.0381,0.00089141,0.00089141,0.00089141
40,2707.88,1.14021,0.66437,1.03017,0.8976,0.74432,0.82884,0.55369,1.12557,0.62991,1.03166,0.000877263,0.000877263,0.000877263
41,2771.8,1.13127,0.66716,1.03781,0.84952,0.71022,0.79483,0.53429,1.10991,0.62779,1.01825,0.000863116,0.000863116,0.000863116
42,2840.1,1.13652,0.65632,1.02695,0.86546,0.71131,0.7949,0.52651,1.14328,0.64017,1.04898,0.000848969,0.000848969,0.000848969
43,2903.92,1.09638,0.63885,1.01273,0.85683,0.74815,0.82446,0.55588,1.11626,0.60406,1.03775,0.000834822,0.000834822,0.000834822
44,2967.64,1.12382,0.6411,1.02131,0.91674,0.72096,0.81536,0.55211,1.11247,0.61612,1.03137,0.000820675,0.000820675,0.000820675
45,3036.93,1.08053,0.62417,1.0155,0.88653,0.70075,0.7984,0.53571,1.11149,0.63658,1.03015,0.000806528,0.000806528,0.000806528
46,3103.87,1.11947,0.63419,1.0191,0.80987,0.76297,0.81589,0.53613,1.12857,0.62898,1.03679,0.00079238,0.00079238,0.00079238
47,3173.41,1.11235,0.63983,1.01774,0.80461,0.75783,0.80831,0.54753,1.12069,0.60676,1.02866,0.000778233,0.000778233,0.000778233
48,3240.14,1.09664,0.63418,1.01289,0.83306,0.76291,0.82835,0.56439,1.10348,0.60447,1.02367,0.000764086,0.000764086,0.000764086
49,3309.5,1.0904,0.60858,1.00302,0.78991,0.71904,0.78898,0.53435,1.11183,0.61692,1.02848,0.000749939,0.000749939,0.000749939
50,3375.95,1.09056,0.6213,1.00668,0.87635,0.75415,0.82089,0.54848,1.1116,0.62638,1.03697,0.000735792,0.000735792,0.000735792
51,3447.26,1.07918,0.61554,1.00891,0.85163,0.7532,0.82263,0.56138,1.11952,0.60678,1.03309,0.000721645,0.000721645,0.000721645
52,3514.11,1.077,0.60432,1.00218,0.88645,0.72987,0.82088,0.55985,1.10329,0.59547,1.02791,0.000707498,0.000707498,0.000707498
53,3583.41,1.07924,0.61222,1.00681,0.8117,0.75661,0.8116,0.54221,1.10937,0.60676,1.02956,0.000693351,0.000693351,0.000693351
54,3649.79,1.07022,0.59826,1.00191,0.90891,0.751,0.83503,0.56337,1.11157,0.59224,1.0248,0.000679204,0.000679204,0.000679204
55,3720.69,1.06112,0.58716,0.99956,0.91528,0.7895,0.85047,0.57592,1.10967,0.5799,1.01873,0.000665057,0.000665057,0.000665057
56,3786.55,1.06921,0.60459,1.00313,0.87421,0.7892,0.86121,0.58345,1.09778,0.58673,1.01957,0.000650909,0.000650909,0.000650909
57,3855.16,1.07977,0.59735,1.00129,0.8541,0.72838,0.81296,0.55006,1.10121,0.59463,1.02484,0.000636762,0.000636762,0.000636762
58,3920.99,1.083,0.59611,0.99782,0.7784,0.78496,0.81351,0.54837,1.10947,0.59453,1.02307,0.000622615,0.000622615,0.000622615
59,3990.14,1.0717,0.58508,0.9923,0.86783,0.7668,0.8282,0.56561,1.11066,0.58469,1.02747,0.000608468,0.000608468,0.000608468
60,4057.33,1.05578,0.58681,0.98978,0.86178,0.72066,0.82009,0.54804,1.12269,0.61467,1.03316,0.000594321,0.000594321,0.000594321
61,4126.44,1.04224,0.58468,0.98662,0.83016,0.79473,0.83119,0.55828,1.10279,0.57321,1.02788,0.000580174,0.000580174,0.000580174
62,4192.82,1.05176,0.57778,0.99446,0.8878,0.77485,0.84782,0.57435,1.10106,0.5764,1.02135,0.000566027,0.000566027,0.000566027
63,4261.56,1.04727,0.56741,0.98705,0.89083,0.76049,0.85505,0.58566,1.10753,0.57429,1.02383,0.00055188,0.00055188,0.00055188
64,4329.58,1.06414,0.58903,0.99594,0.9081,0.77109,0.85159,0.58754,1.11112,0.57287,1.03087,0.000537733,0.000537733,0.000537733
65,4396.8,1.05038,0.56888,0.98704,0.90344,0.73246,0.8428,0.57864,1.09429,0.58988,1.02595,0.000523586,0.000523586,0.000523586
66,4465.2,1.03808,0.56209,0.98899,0.90472,0.77809,0.85912,0.58288,1.09418,0.56789,1.01668,0.000509438,0.000509438,0.000509438
67,4531.09,1.03898,0.56359,0.98663,0.89867,0.76971,0.84737,0.58498,1.10132,0.572,1.02157,0.000495291,0.000495291,0.000495291
68,4599.25,1.04778,0.56617,0.98308,0.90949,0.77387,0.85981,0.58989,1.10546,0.56379,1.02224,0.000481144,0.000481144,0.000481144
69,4664.52,1.01486,0.54821,0.97309,0.91694,0.77676,0.84854,0.58541,1.09306,0.56543,1.02043,0.000466997,0.000466997,0.000466997
70,4733.89,1.02782,0.55041,0.98734,0.91454,0.758,0.86033,0.59712,1.10134,0.56898,1.0239,0.00045285,0.00045285,0.00045285
71,4798.33,1.02998,0.54915,0.98126,0.90258,0.74484,0.85971,0.58414,1.09239,0.56262,1.01981,0.000438703,0.000438703,0.000438703
72,4867.73,1.01598,0.54192,0.97769,0.89201,0.79952,0.86425,0.58984,1.1011,0.56717,1.0207,0.000424556,0.000424556,0.000424556
73,4932.85,1.02788,0.55466,0.98616,0.89395,0.78631,0.85628,0.59177,1.08725,0.5521,1.01704,0.000410409,0.000410409,0.000410409
74,5003.69,1.01737,0.54455,0.97508,0.86896,0.79579,0.84975,0.58233,1.11169,0.56818,1.02723,0.000396262,0.000396262,0.000396262
75,5070.14,1.01522,0.54728,0.97638,0.89597,0.74512,0.84413,0.58705,1.0765,0.56114,1.00656,0.000382115,0.000382115,0.000382115
76,5140.77,0.99972,0.53767,0.97497,0.88652,0.78554,0.85595,0.59371,1.09411,0.55965,1.01737,0.000367967,0.000367967,0.000367967
77,5206.67,1.02766,0.54723,0.97504,0.90993,0.74528,0.85628,0.58113,1.09194,0.55875,1.01715,0.00035382,0.00035382,0.00035382
78,5276.27,1.01323,0.54914,0.97758,0.88213,0.80122,0.85849,0.5806,1.1016,0.55182,1.02662,0.000339673,0.000339673,0.000339673
79,5342.39,0.99973,0.52943,0.96864,0.85874,0.79374,0.86038,0.58941,1.09865,0.55736,1.01882,0.000325526,0.000325526,0.000325526
80,5408.95,0.98988,0.52225,0.96664,0.84666,0.81439,0.85975,0.59017,1.07993,0.54584,1.00821,0.000311379,0.000311379,0.000311379
81,5476.39,0.98848,0.53008,0.96547,0.87916,0.78594,0.8479,0.58505,1.0847,0.55449,1.01395,0.000297232,0.000297232,0.000297232
82,5541.76,0.99786,0.5258,0.96727,0.88023,0.78561,0.86049,0.59206,1.0889,0.55301,1.01399,0.000283085,0.000283085,0.000283085
83,5610.91,0.97785,0.51332,0.96251,0.85199,0.82005,0.86055,0.59152,1.08965,0.55374,1.01634,0.000268938,0.000268938,0.000268938
84,5675.85,0.98943,0.52265,0.9666,0.89571,0.77856,0.85676,0.58111,1.087,0.54448,1.01985,0.000254791,0.000254791,0.000254791
85,5744.45,0.98293,0.51702,0.95946,0.8686,0.80258,0.85716,0.5852,1.09126,0.54475,1.02201,0.000240644,0.000240644,0.000240644
86,5809.14,0.98033,0.50863,0.95458,0.87331,0.77735,0.86773,0.59716,1.08642,0.54966,1.01345,0.000226497,0.000226497,0.000226497
87,5879.06,0.97927,0.51656,0.95781,0.88907,0.76924,0.87025,0.59834,1.07904,0.53614,1.01194,0.000212349,0.000212349,0.000212349
88,5944.76,0.95871,0.50093,0.95715,0.90468,0.78608,0.87575,0.60448,1.08471,0.54397,1.01334,0.000198202,0.000198202,0.000198202
89,6014.91,0.97343,0.51178,0.96124,0.92373,0.79343,0.87695,0.59719,1.08556,0.5481,1.01745,0.000184055,0.000184055,0.000184055
90,6080.76,0.97103,0.50604,0.95569,0.91832,0.78102,0.86142,0.59517,1.07772,0.5395,1.01039,0.000169908,0.000169908,0.000169908
91,6152.89,0.96095,0.47856,0.9477,0.90636,0.77269,0.85872,0.58875,1.08143,0.54464,1.01491,0.000155761,0.000155761,0.000155761
92,6217.86,0.95142,0.46531,0.94437,0.88839,0.81155,0.86418,0.59475,1.08212,0.54311,1.01673,0.000141614,0.000141614,0.000141614
93,6284.93,0.94059,0.45434,0.94346,0.8742,0.7904,0.86537,0.59463,1.08878,0.55018,1.01592,0.000127467,0.000127467,0.000127467
94,6352.8,0.93101,0.4497,0.94071,0.91376,0.78544,0.86421,0.59349,1.08559,0.54538,1.01285,0.00011332,0.00011332,0.00011332
95,6418.45,0.92587,0.44656,0.93577,0.91197,0.79155,0.8623,0.59551,1.08651,0.53664,1.0144,9.91726e-05,9.91726e-05,9.91726e-05
96,6485.27,0.93418,0.44519,0.93676,0.86379,0.80596,0.86489,0.59165,1.09181,0.54054,1.01427,8.50255e-05,8.50255e-05,8.50255e-05
97,6553.48,0.92638,0.44509,0.934,0.92071,0.78607,0.86788,0.59681,1.07761,0.53463,1.00885,7.08784e-05,7.08784e-05,7.08784e-05
98,6620.01,0.92034,0.43934,0.93059,0.91744,0.77602,0.86955,0.59148,1.07525,0.53376,1.009,5.67313e-05,5.67313e-05,5.67313e-05
99,6688.84,0.91199,0.43531,0.93108,0.91909,0.77844,0.87217,0.59512,1.07493,0.53698,1.0079,4.25842e-05,4.25842e-05,4.25842e-05
100,6755.99,0.91937,0.43618,0.92981,0.92038,0.77676,0.86992,0.59881,1.07419,0.53384,1.00749,2.84371e-05,2.84371e-05,2.84371e-05
