epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
35,2140.75,1.14876,0.68156,1.04189,0.84983,0.74424,0.83698,0.55582,1.2136,0.66263,1.0903,0.000947999,0.000947999,0.000947999
36,2198.51,1.13744,0.67076,1.03392,0.80089,0.76159,0.79635,0.53484,1.23543,0.65975,1.11701,0.000933851,0.000933851,0.000933851
37,2256.48,1.13096,0.67298,1.03941,0.8109,0.73978,0.79727,0.54245,1.20765,0.72476,1.09972,0.000919704,0.000919704,0.000919704
38,2312.31,1.12606,0.65242,1.03034,0.88815,0.79056,0.85417,0.57728,1.19183,0.63394,1.08812,0.000905557,0.000905557,0.000905557
39,2371.8,1.11457,0.64393,1.03333,0.88226,0.80882,0.85082,0.57516,1.18398,0.63786,1.08444,0.00089141,0.00089141,0.00089141
40,2428.88,1.12316,0.65372,1.03329,0.92026,0.74824,0.85168,0.58046,1.21389,0.66299,1.11436,0.000877263,0.000877263,0.000877263
41,2485.84,1.12666,0.67084,1.03783,0.85348,0.77051,0.84031,0.56047,1.20797,0.66613,1.08984,0.000863116,0.000863116,0.000863116
42,2544,1.12611,0.64599,1.03107,0.87677,0.74842,0.83192,0.54649,1.20277,0.68205,1.10895,0.000848969,0.000848969,0.000848969
43,2601.13,1.11205,0.63647,1.0307,0.75211,0.82166,0.80961,0.53675,1.21538,0.67215,1.10092,0.000834822,0.000834822,0.000834822
44,2662.39,1.12531,0.64521,1.02388,0.80588,0.81315,0.84622,0.56642,1.18714,0.63095,1.085,0.000820675,0.000820675,0.000820675
45,2719.74,1.10072,0.62951,1.01848,0.88428,0.77777,0.84762,0.57406,1.18164,0.63673,1.08922,0.000806528,0.000806528,0.000806528
46,2776.79,1.0967,0.62132,1.01699,0.70747,0.81682,0.77917,0.53602,1.18124,0.6638,1.08764,0.00079238,0.00079238,0.00079238
47,2833.49,1.10008,0.63503,1.0218,0.8597,0.80666,0.87116,0.58494,1.17206,0.63899,1.07797,0.000778233,0.000778233,0.000778233
48,2890.8,1.08769,0.62346,1.0184,0.88973,0.79087,0.85611,0.58364,1.19311,0.63637,1.08996,0.000764086,0.000764086,0.000764086
49,2951.79,1.09059,0.62441,1.01137,0.84631,0.82,0.87441,0.5995,1.1632,0.60657,1.07637,0.000749939,0.000749939,0.000749939
50,3012.18,1.07312,0.60751,1.009,0.89884,0.76698,0.85794,0.58007,1.18764,0.62973,1.08639,0.000735792,0.000735792,0.000735792
51,3072.63,1.08274,0.60498,1.01112,0.89611,0.75287,0.86112,0.59429,1.16149,0.62358,1.07577,0.000721645,0.000721645,0.000721645
52,3131.13,1.07987,0.60284,1.01306,0.85842,0.78478,0.85307,0.58852,1.17571,0.61498,1.08391,0.000707498,0.000707498,0.000707498
53,3188.64,1.06367,0.59238,1.00508,0.8806,0.79832,0.86074,0.5892,1.16885,0.61506,1.07661,0.000693351,0.000693351,0.000693351
54,3247.09,1.05156,0.59478,1.00834,0.88897,0.7931,0.86672,0.58752,1.18637,0.61914,1.08398,0.000679204,0.000679204,0.000679204
55,3303.22,1.08158,0.59435,1.00419,0.88134,0.79038,0.84799,0.58686,1.18279,0.62813,1.08897,0.000665057,0.000665057,0.000665057
56,3359.52,1.05761,0.58964,1.00718,0.83302,0.79739,0.85475,0.59509,1.17083,0.60891,1.08292,0.000650909,0.000650909,0.000650909
57,3417.01,1.05315,0.58097,1.0004,0.83872,0.77383,0.8301,0.57768,1.17688,0.63097,1.074,0.000636762,0.000636762,0.000636762
58,3474.24,1.0673,0.58589,1.00189,0.87011,0.78347,0.85996,0.58739,1.17258,0.63351,1.07718,0.000622615,0.000622615,0.000622615
59,3533.96,1.0517,0.57655,0.99898,0.9271,0.72146,0.83319,0.55098,1.17009,0.63331,1.07211,0.000608468,0.000608468,0.000608468
60,3590.46,1.05883,0.58232,1.00799,0.84002,0.82816,0.84201,0.58744,1.17869,0.61491,1.08011,0.000594321,0.000594321,0.000594321
61,3647.91,1.05776,0.57901,1.00072,0.83599,0.83984,0.86175,0.59416,1.15997,0.60873,1.0817,0.000580174,0.000580174,0.000580174
62,3704.37,1.04136,0.57891,0.99471,0.84129,0.83325,0.86159,0.59794,1.16621,0.61215,1.08227,0.000566027,0.000566027,0.000566027
63,3760.38,1.03317,0.56778,0.9982,0.93858,0.79558,0.88781,0.60531,1.16439,0.59527,1.07248,0.00055188,0.00055188,0.00055188
64,3819.45,1.03666,0.56748,0.99132,0.91788,0.80968,0.87474,0.60123,1.16971,0.62331,1.08225,0.000537733,0.000537733,0.000537733
65,3875.95,1.03852,0.56513,0.99364,0.86331,0.82347,0.85377,0.59074,1.1573,0.59556,1.06835,0.000523586,0.000523586,0.000523586
66,3931.73,1.01927,0.55853,0.98848,0.95318,0.80757,0.88706,0.611,1.14899,0.60295,1.06879,0.000509438,0.000509438,0.000509438
67,3988.91,1.02763,0.55657,0.9814,0.88046,0.81573,0.87381,0.60701,1.16951,0.59572,1.07965,0.000495291,0.000495291,0.000495291
68,4045.62,1.01658,0.54254,0.97741,0.91499,0.80801,0.87245,0.58283,1.1611,0.60736,1.07223,0.000481144,0.000481144,0.000481144
69,4108.44,1.01368,0.5506,0.98243,0.93781,0.79808,0.87803,0.59947,1.15514,0.59704,1.06712,0.000466997,0.000466997,0.000466997
70,4166.73,1.03844,0.55517,0.98828,0.92416,0.80559,0.86391,0.59959,1.15968,0.59822,1.07734,0.00045285,0.00045285,0.00045285
71,4222.7,1.00496,0.54984,0.98082,0.8903,0.79107,0.86616,0.58029,1.15033,0.59203,1.07197,0.000438703,0.000438703,0.000438703
72,4279.37,1.00593,0.54174,0.9881,0.94448,0.74766,0.86822,0.58037,1.15495,0.60292,1.07283,0.000424556,0.000424556,0.000424556
73,4342.58,1.01283,0.54321,0.98433,0.91095,0.79238,0.85975,0.58594,1.15443,0.60636,1.06514,0.000410409,0.000410409,0.000410409
74,4399.38,1.00778,0.53513,0.97784,0.9215,0.82008,0.87008,0.60355,1.15766,0.59663,1.06848,0.000396262,0.000396262,0.000396262
75,4455.38,1.00989,0.53729,0.98028,0.90214,0.80336,0.86714,0.60065,1.16209,0.59478,1.07571,0.000382115,0.000382115,0.000382115
76,4511.94,1.00456,0.53752,0.97834,0.90598,0.81468,0.87435,0.60479,1.14774,0.60003,1.06959,0.000367967,0.000367967,0.000367967
77,4567.42,0.99696,0.53578,0.97534,0.92451,0.79746,0.8802,0.60846,1.14886,0.60095,1.06738,0.00035382,0.00035382,0.00035382
78,4626.89,1.0105,0.53326,0.98239,0.9181,0.81527,0.86918,0.59463,1.14945,0.59775,1.07082,0.000339673,0.000339673,0.000339673
79,4683.03,1.00208,0.52187,0.97337,0.91396,0.80854,0.86403,0.59704,1.14791,0.58617,1.07319,0.000325526,0.000325526,0.000325526
80,4741.68,0.9904,0.52887,0.9746,0.94336,0.7942,0.88063,0.60502,1.15283,0.5789,1.07292,0.000311379,0.000311379,0.000311379
81,4804.67,0.98071,0.51757,0.97389,0.9425,0.79867,0.86699,0.59773,1.14059,0.57388,1.06546,0.000297232,0.000297232,0.000297232
82,4861.61,0.99874,0.51951,0.97013,0.91993,0.79345,0.86369,0.59195,1.15054,0.59516,1.07263,0.000283085,0.000283085,0.000283085
83,4921.13,0.98801,0.51597,0.97667,0.89123,0.81961,0.86663,0.58219,1.14222,0.58479,1.06527,0.000268938,0.000268938,0.000268938
84,4977.32,0.97149,0.50628,0.97029,0.92609,0.81618,0.87057,0.59695,1.15881,0.58283,1.06795,0.000254791,0.000254791,0.000254791
85,5032.94,0.97202,0.51239,0.96617,0.89637,0.81175,0.88116,0.61343,1.15227,0.57909,1.06563,0.000240644,0.000240644,0.000240644
86,5089.43,0.97123,0.51215,0.96783,0.91252,0.80297,0.87177,0.5974,1.14365,0.57437,1.06545,0.000226497,0.000226497,0.000226497
87,5145.92,0.98021,0.51116,0.96307,0.89487,0.81795,0.86488,0.59728,1.14774,0.57853,1.06445,0.000212349,0.000212349,0.000212349
88,5204.09,0.95821,0.50082,0.96626,0.93964,0.80858,0.86526,0.59739,1.14414,0.58062,1.06865,0.000198202,0.000198202,0.000198202
89,5261.68,0.95421,0.4958,0.95697,0.92298,0.80219,0.86475,0.59814,1.14229,0.57821,1.06628,0.000184055,0.000184055,0.000184055
90,5318.62,0.9635,0.49569,0.95535,0.90474,0.80108,0.8632,0.60776,1.14775,0.57055,1.06694,0.000169908,0.000169908,0.000169908
91,5377.75,0.94505,0.4698,0.94864,0.91191,0.7957,0.85223,0.58789,1.15719,0.58074,1.07514,0.000155761,0.000155761,0.000155761
92,5433.93,0.94044,0.45782,0.94972,0.90259,0.79975,0.85602,0.58701,1.15596,0.5728,1.07363,0.000141614,0.000141614,0.000141614
93,5494.44,0.93132,0.44508,0.94825,0.91611,0.80165,0.85473,0.59459,1.15444,0.57757,1.06602,0.000127467,0.000127467,0.000127467
94,5552.31,0.92133,0.4437,0.93938,0.90772,0.8024,0.8572,0.58945,1.15005,0.57637,1.06673,0.00011332,0.00011332,0.00011332
95,5608.16,0.92377,0.44436,0.94091,0.90943,0.80918,0.85314,0.59198,1.14991,0.58509,1.06623,9.91726e-05,9.91726e-05,9.91726e-05
96,5666.7,0.92291,0.43787,0.94391,0.89939,0.80152,0.84848,0.58291,1.15082,0.58169,1.06864,8.50255e-05,8.50255e-05,8.50255e-05
97,5726.94,0.92354,0.4381,0.94604,0.92911,0.78324,0.86116,0.59767,1.15442,0.58012,1.0711,7.08784e-05,7.08784e-05,7.08784e-05
98,5783.81,0.90202,0.42735,0.93553,0.93758,0.78745,0.86233,0.59883,1.14842,0.58102,1.06384,5.67313e-05,5.67313e-05,5.67313e-05
99,5840.99,0.91418,0.43593,0.93878,0.93827,0.78862,0.86419,0.5988,1.14628,0.58314,1.06579,4.25842e-05,4.25842e-05,4.25842e-05
100,5896.41,0.90258,0.42832,0.93116,0.9365,0.79233,0.864,0.59746,1.14839,0.5793,1.06577,2.84371e-05,2.84371e-05,2.84371e-05
