epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,1572.11,1.19602,0.75199,1.07212,0.85163,0.67989,0.78775,0.51689,1.17887,0.73196,1.08866,0.00111776,0.00111776,0.00111776
24,1627.59,1.19004,0.74286,1.06282,0.85649,0.6959,0.79133,0.52283,1.2015,0.77677,1.0957,0.00110362,0.00110362,0.00110362
25,1683.47,1.18618,0.7299,1.06297,0.91392,0.71233,0.82142,0.53802,1.17623,0.67569,1.07392,0.00108947,0.00108947,0.00108947
26,1743.88,1.17895,0.71587,1.05882,0.81684,0.74528,0.79943,0.52051,1.19534,0.71517,1.08558,0.00107532,0.00107532,0.00107532
27,1798.54,1.17121,0.72257,1.0542,0.79096,0.66977,0.75206,0.49912,1.21013,0.73756,1.10063,0.00106118,0.00106118,0.00106118
28,1854.77,1.1795,0.72124,1.05539,0.87842,0.74045,0.82881,0.54998,1.19564,0.71959,1.08802,0.00104703,0.00104703,0.00104703
29,1909.93,1.16345,0.71658,1.05581,0.83414,0.72208,0.79265,0.54272,1.15161,0.6906,1.07178,0.00103288,0.00103288,0.00103288
30,1965.75,1.15479,0.70555,1.05724,0.85135,0.73187,0.80411,0.52782,1.20528,0.74719,1.10828,0.00101873,0.00101873,0.00101873
31,2022.38,1.13327,0.68719,1.04407,0.82098,0.7811,0.83459,0.56788,1.17203,0.68542,1.06447,0.00100459,0.00100459,0.00100459
32,2080.3,1.15837,0.70277,1.04403,0.8332,0.69957,0.80196,0.52426,1.20885,0.73807,1.10866,0.00099044,0.00099044,0.00099044
33,2136.65,1.1645,0.69696,1.05096,0.82091,0.73017,0.78525,0.52714,1.18368,0.67698,1.07431,0.000976293,0.000976293,0.000976293
34,2193.26,1.16439,0.69421,1.04861,0.86393,0.75801,0.82838,0.55482,1.16273,0.66858,1.0771,0.000962146,0.000962146,0.000962146
35,2248.81,1.13633,0.67619,1.04197,0.87889,0.74063,0.82009,0.55058,1.1579,0.66881,1.07281,0.000947999,0.000947999,0.000947999
36,2304.29,1.12728,0.67704,1.03566,0.85629,0.73244,0.81256,0.55158,1.15878,0.66867,1.06933,0.000933851,0.000933851,0.000933851
37,2362.59,1.14788,0.67733,1.04789,0.92375,0.6889,0.8061,0.53935,1.16436,0.66017,1.0767,0.000919704,0.000919704,0.000919704
38,2417.73,1.13359,0.66658,1.0368,0.80351,0.77601,0.82714,0.55446,1.18136,0.68971,1.08854,0.000905557,0.000905557,0.000905557
39,2472.98,1.12745,0.65908,1.03308,0.90176,0.77436,0.83344,0.56098,1.14885,0.63154,1.05628,0.00089141,0.00089141,0.00089141
40,2527.63,1.12599,0.65818,1.03109,0.85509,0.77058,0.83576,0.56552,1.13321,0.6429,1.05536,0.000877263,0.000877263,0.000877263
41,2582.66,1.10119,0.65548,1.02351,0.82527,0.75948,0.81141,0.55755,1.12072,0.62397,1.04512,0.000863116,0.000863116,0.000863116
42,2643.07,1.1063,0.64842,1.03518,0.90978,0.70762,0.83345,0.55976,1.15303,0.62435,1.06259,0.000848969,0.000848969,0.000848969
43,2698.71,1.12298,0.65717,1.02043,0.89253,0.7466,0.85321,0.57131,1.12283,0.63955,1.0487,0.000834822,0.000834822,0.000834822
44,2753.69,1.11613,0.64975,1.03066,0.8965,0.74727,0.84826,0.57735,1.12599,0.64502,1.05054,0.000820675,0.000820675,0.000820675
45,2808.69,1.09597,0.62926,1.02366,0.81009,0.79958,0.8488,0.56601,1.13962,0.6065,1.05212,0.000806528,0.000806528,0.000806528
46,2863.81,1.11943,0.62534,1.02449,0.81161,0.77217,0.83719,0.55954,1.15543,0.63242,1.06753,0.00079238,0.00079238,0.00079238
47,2917.98,1.06543,0.62315,1.01077,0.8426,0.78501,0.84141,0.57112,1.14216,0.62848,1.06032,0.000778233,0.000778233,0.000778233
48,2972.9,1.09207,0.62467,1.01719,0.87826,0.80541,0.86706,0.58996,1.1261,0.60754,1.05171,0.000764086,0.000764086,0.000764086
49,3028.44,1.10021,0.61961,1.0065,0.83583,0.77794,0.8479,0.57496,1.12522,0.60974,1.05129,0.000749939,0.000749939,0.000749939
50,3083.62,1.08685,0.62669,1.01127,0.89697,0.74314,0.82542,0.55679,1.14367,0.61599,1.06301,0.000735792,0.000735792,0.000735792
51,3138.11,1.0883,0.60197,1.00932,0.89697,0.73541,0.84512,0.58054,1.12914,0.6,1.04865,0.000721645,0.000721645,0.000721645
52,3193.03,1.0732,0.60263,1.01059,0.93602,0.76123,0.85571,0.58518,1.12615,0.5995,1.0435,0.000707498,0.000707498,0.000707498
53,3248.52,1.08059,0.60259,1.00426,0.92614,0.74989,0.83471,0.57594,1.13344,0.61544,1.05644,0.000693351,0.000693351,0.000693351
54,3304.02,1.08917,0.60676,1.01472,0.89762,0.7559,0.82683,0.56283,1.11534,0.62349,1.04302,0.000679204,0.000679204,0.000679204
55,3360.61,1.0694,0.60458,1.00487,0.90395,0.76862,0.84083,0.57201,1.12534,0.59022,1.03988,0.000665057,0.000665057,0.000665057
56,3416.06,1.08015,0.60359,1.00877,0.93121,0.77113,0.85395,0.58014,1.10515,0.59159,1.04067,0.000650909,0.000650909,0.000650909
57,3470.59,1.05852,0.59052,0.99578,0.91505,0.78552,0.85934,0.59221,1.12368,0.60709,1.03592,0.000636762,0.000636762,0.000636762
58,3525.11,1.06595,0.58652,1.00441,0.89825,0.76749,0.85006,0.57908,1.12045,0.59111,1.03888,0.000622615,0.000622615,0.000622615
59,3580.35,1.04713,0.5799,0.99997,0.90049,0.80358,0.86126,0.58155,1.11137,0.58318,1.03563,0.000608468,0.000608468,0.000608468
60,3634.67,1.04092,0.57333,0.99701,0.88734,0.77366,0.83941,0.57221,1.11332,0.58991,1.04296,0.000594321,0.000594321,0.000594321
61,3689.01,1.05604,0.57407,0.99954,0.92506,0.80884,0.8692,0.58913,1.09788,0.5785,1.03626,0.000580174,0.000580174,0.000580174
62,3743.18,1.05877,0.58515,1.00026,0.90399,0.79342,0.86921,0.60084,1.10643,0.57588,1.03814,0.000566027,0.000566027,0.000566027
63,3797.65,1.04361,0.57267,0.99776,0.86076,0.78701,0.85403,0.59572,1.09571,0.57709,1.02809,0.00055188,0.00055188,0.00055188
64,3852.47,1.05068,0.58008,0.99304,0.90798,0.76352,0.85189,0.57549,1.12222,0.59592,1.05168,0.000537733,0.000537733,0.000537733
65,3907.96,1.04856,0.56989,0.99409,0.87759,0.80112,0.86959,0.60352,1.10183,0.57987,1.03462,0.000523586,0.000523586,0.000523586
66,3963.66,1.03058,0.56325,0.9921,0.87607,0.81731,0.86614,0.60311,1.09028,0.57256,1.02518,0.000509438,0.000509438,0.000509438
67,4019.43,1.03,0.56315,0.98445,0.88134,0.77528,0.85494,0.59438,1.11119,0.5734,1.03659,0.000495291,0.000495291,0.000495291
68,4075.1,1.04782,0.56299,0.98782,0.88614,0.81102,0.86782,0.60102,1.10408,0.57761,1.02937,0.000481144,0.000481144,0.000481144
69,4130.15,1.02807,0.55082,0.98672,0.93833,0.79383,0.86735,0.60092,1.10222,0.57829,1.02848,0.000466997,0.000466997,0.000466997
70,4212.93,1.02724,0.54621,0.98149,0.86445,0.81995,0.87531,0.59698,1.09305,0.55732,1.02308,0.00045285,0.00045285,0.00045285
71,4268.44,1.01922,0.5514,0.98973,0.9146,0.80117,0.85949,0.59311,1.09693,0.58205,1.02834,0.000438703,0.000438703,0.000438703
72,4324.29,1.01341,0.54031,0.98369,0.91064,0.78722,0.85303,0.5807,1.09976,0.55574,1.02609,0.000424556,0.000424556,0.000424556
73,4380.51,1.03182,0.5551,0.98489,0.89925,0.81748,0.8736,0.59803,1.09133,0.56084,1.0222,0.000410409,0.000410409,0.000410409
74,4435.42,1.02172,0.55194,0.98156,0.86863,0.79351,0.86536,0.59253,1.09771,0.56935,1.02032,0.000396262,0.000396262,0.000396262
75,4490.25,0.99356,0.53489,0.97639,0.91661,0.77044,0.86947,0.59771,1.0918,0.56779,1.02126,0.000382115,0.000382115,0.000382115
76,4545.52,1.01569,0.54522,0.98311,0.90655,0.76899,0.85519,0.58703,1.08801,0.56387,1.02401,0.000367967,0.000367967,0.000367967
77,4600.62,1.00829,0.53446,0.97642,0.91831,0.77596,0.85721,0.58977,1.09787,0.56638,1.02839,0.00035382,0.00035382,0.00035382
78,4655.96,1.01454,0.54387,0.9728,0.87109,0.79026,0.85364,0.58882,1.09408,0.56793,1.02438,0.000339673,0.000339673,0.000339673
79,4711.25,0.99376,0.52409,0.97666,0.873,0.79974,0.861,0.59371,1.09826,0.56537,1.0311,0.000325526,0.000325526,0.000325526
80,4765.99,0.99012,0.52846,0.9758,0.85602,0.82783,0.8752,0.60358,1.09855,0.56129,1.03053,0.000311379,0.000311379,0.000311379
81,4821.31,0.99914,0.52711,0.9733,0.91537,0.77836,0.86068,0.60451,1.08774,0.56388,1.02577,0.000297232,0.000297232,0.000297232
82,4876.7,0.98699,0.52484,0.97699,0.85573,0.81824,0.8525,0.59271,1.09279,0.56218,1.02853,0.000283085,0.000283085,0.000283085
83,4931.09,0.97923,0.51883,0.97019,0.90243,0.78971,0.8684,0.6051,1.08914,0.55869,1.02249,0.000268938,0.000268938,0.000268938
84,4986.33,0.98052,0.51324,0.96567,0.8779,0.8108,0.86984,0.60683,1.09533,0.56466,1.0277,0.000254791,0.000254791,0.000254791
85,5041.43,0.96751,0.51088,0.95779,0.91776,0.78687,0.87052,0.60574,1.0978,0.55536,1.02297,0.000240644,0.000240644,0.000240644
86,5097.28,0.96848,0.50394,0.95999,0.90578,0.78323,0.86043,0.60068,1.09188,0.56529,1.01761,0.000226497,0.000226497,0.000226497
87,5152.97,0.9706,0.50512,0.9581,0.89421,0.80113,0.85618,0.59009,1.0936,0.55869,1.02217,0.000212349,0.000212349,0.000212349
88,5207.74,0.96765,0.50418,0.96272,0.90524,0.77667,0.8592,0.59449,1.08881,0.5544,1.01874,0.000198202,0.000198202,0.000198202
89,5262.38,0.95917,0.50119,0.95491,0.91743,0.77705,0.85882,0.59715,1.0878,0.53967,1.02157,0.000184055,0.000184055,0.000184055
90,5316.86,0.95999,0.50313,0.95841,0.90521,0.80928,0.86772,0.60285,1.08879,0.55194,1.02444,0.000169908,0.000169908,0.000169908
91,5373.7,0.95138,0.46013,0.95819,0.90973,0.7774,0.86315,0.59543,1.10053,0.55116,1.03088,0.000155761,0.000155761,0.000155761
92,5428.8,0.94214,0.4534,0.94959,0.91229,0.77045,0.8464,0.58955,1.09509,0.55494,1.02623,0.000141614,0.000141614,0.000141614
93,5483.27,0.93589,0.44996,0.94167,0.87572,0.79729,0.84892,0.59122,1.09582,0.54728,1.02496,0.000127467,0.000127467,0.000127467
94,5537.63,0.9244,0.4423,0.93916,0.85641,0.81378,0.85515,0.58687,1.10076,0.55384,1.02544,0.00011332,0.00011332,0.00011332
95,5591.53,0.92362,0.44308,0.93901,0.89761,0.79809,0.85273,0.59158,1.09422,0.54792,1.02398,9.91726e-05,9.91726e-05,9.91726e-05
96,5646.41,0.91846,0.4384,0.94071,0.90124,0.79145,0.85566,0.59587,1.09041,0.54096,1.02524,8.50255e-05,8.50255e-05,8.50255e-05
97,5700.63,0.91661,0.43925,0.93872,0.9173,0.79672,0.86188,0.59914,1.08481,0.53926,1.02226,7.08784e-05,7.08784e-05,7.08784e-05
98,5755.26,0.91494,0.43597,0.94009,0.90724,0.80057,0.86093,0.59699,1.09097,0.54266,1.02358,5.67313e-05,5.67313e-05,5.67313e-05
99,5809.14,0.90627,0.43205,0.93933,0.90586,0.80117,0.85561,0.59666,1.09057,0.54329,1.02428,4.25842e-05,4.25842e-05,4.25842e-05
100,5863.57,0.90319,0.42945,0.9349,0.90951,0.79966,0.85504,0.59331,1.08821,0.5401,1.0239,2.84371e-05,2.84371e-05,2.84371e-05
